Authors;Title;Year;Source title;DOI;Link;Affiliations;Authors with affiliations;TIPO PESQUISA;INTERESSANTE?;Abstract;Author Keywords;Correspondence Address;Publisher;ISSN;ISBN;CODEN;PubMed ID;Language of Original Document;Abbreviated Source Title;EID;;;;;;;;;;;;;;;;;;;;;;
Smith J.E., Vaseashta A.;Advanced sciences convergence to analyze impact of nanomaterials on environment, health and safety;2013;NATO Science for Peace and Security Series B: Physics and Biophysics;10.1007/978-94-007-7003-4-7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881456379&doi=10.1007%2f978-94-007-7003-4-7&partnerID=40&md5=806231eca1e2edd7763c2cd6f25efa03;"Telfer School of Management, University of Ottawa, Ottawa, Canada; Norwich University Applied Research Institutes, Herndon, VA, United States; VTT/AVC U.S. Department of State, Washington, DC, United States";"Smith, J.E., Telfer School of Management, University of Ottawa, Ottawa, Canada; Vaseashta, A., Norwich University Applied Research Institutes, Herndon, VA, United States, VTT/AVC U.S. Department of State, Washington, DC, United States";;;We present Advanced Sciences Convergence (ASC) to develop a risk assessment methodology of nanomaterials towards environmental health and safety from an applications perspective. This enables nanomaterials to be examined more effectively because applications depend on risk assessments by potential users who are likely to display a range of risk thresholds. Results of certain tools, such as TechFARM™, ADAMS™, and NESTS™ are discussed in the context of societal benefits that nanotechnology may offer. Strategic decision-making requires a knowledge base, analytical capability, foresight, risk-assessment, and optimization. The methodology and results presented here will assist strategic policy implications of the use of nanomaterials and their environment, health, and safety (EHS) implications. The basic premise of the methodology is to provide a vision into the future by scientific and cross-validated models that can address the contingent nature of many of these applications, and thereby help us prepare for and so help to mitigate whatever risks or be more ready to act on opportunities that may arise. © 2013 Springer Science+Business Media Dordrecht.;"Foresight; Nanomaterials; Risk-assessment; Science convergence";"Vaseashta, A.; Norwich University Applied Research Institutes, Herndon, VA, United States; email: prof.vaseashta@ieee.org";;18746500;9,79E+12;;;English;NAT Sci. Peace Serur. Ser. B Phys. Biophys.;2-s2.0-84881456379;;;;;;;;;;;;;;;;;;;;;;
Morgan D., Abeles T.P.;Death by a thousand cuts;2013;On the Horizon;10.1108/OTH-05-2013-0022;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883132082&doi=10.1108%2fOTH-05-2013-0022&partnerID=40&md5=8acf56de21523eaebee660e21e2f7dae;Based at Sagacity Inc., Minneapolis, Minnesota, United States;"Morgan, D., Based at Sagacity Inc., Minneapolis, Minnesota, United States; Abeles, T.P., Based at Sagacity Inc., Minneapolis, Minnesota, United States";;;The purpose of this foresight editorial is to explore the changing nature of the traditional post-secondary institution under increased pressure at the intersection of expanding demand for access and the maturation of the internet to allow international delivery to meet this demand. This is an opinion piece. The cost of basic knowledge assets, with the rise of “big data” and the internet, are asymptotically approaching zero, questioning why the increasing demand for access cannot be met at lower cost at the gates of the “Ivory Tower”. This is and will continue to have increased impact on how basic baccalaureate knowledge is delivered and certified The “bar” for job entrance has been raised beyond the secondary school diploma. At the same time, the removal of bottlenecks for post-secondary certification, internationally, will change the nature of employment of graduates and also the entire infrastructure of the bachelor-level institutional programs. This is a contrarian foresight essay designed to provoke discussion at the systems level of education in general and post-secondary programs in particular. © 2013, Emerald Group Publishing Limited;"Baccalaureate; California universities; Education; Faculty; Foresight; Future; Institutional change; Knowledge; Open access; Post-secondary; United States of America; Universities";;;10748121;;;;English;Horizon;2-s2.0-84883132082;;;;;;;;;;;;;;;;;;;;;;
Janda M.D., Sinclair R.J., Gardinier D.J.;"Tailoring a parachute recovery system for commercial space; the commercial crew development ii parachute recovery system for the CST-100 space capsule";2013;AIAA Aerodynamic Decelerator Systems (ADS) Conference 2013;10.2514/6.2013-1261;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880814382&doi=10.2514%2f6.2013-1261&partnerID=40&md5=b31ad81f4fd1f8fe8a78103a2e9201c3;"Airborne Systems North America, Santa Ana, CA 92704, United States; Airborne Systems, 3000 W. Segerstrom Ave, Santa Ana, CA 92704, United States";"Janda, M.D., Airborne Systems North America, Santa Ana, CA 92704, United States, Airborne Systems, 3000 W. Segerstrom Ave, Santa Ana, CA 92704, United States; Sinclair, R.J., Airborne Systems North America, Santa Ana, CA 92704, United States, Airborne Systems, 3000 W. Segerstrom Ave, Santa Ana, CA 92704, United States; Gardinier, D.J., Airborne Systems North America, Santa Ana, CA 92704, United States, Airborne Systems, 3000 W. Segerstrom Ave, Santa Ana, CA 92704, United States";;;This document observes the transition of government space flight to privately operated space ventures by discussing Airborne Systems (AS) managerial and design approach for The Boeing Company's Commercial Space Transportation 100 (CST-100) parachute recovery system. It follows the CST-100 parachute system development for the Commercial Crew Development II (CCDev II) phase of work. During this development phase Airborne Systems worked with Boeing to adopt only the best of the many program management practices and procedures that are used for government customers. A small dedicated team was formed to provide continuity throughout the project and thus optimize the overall effort. Risk was minimized or avoided altogether by benefitting from the vast knowledge of past and ongoing government programs. This experience helped forecast potential system enhancements such as integration and installation foresight, simplified routing and parachute components, and additional system flexibility. Moreover, by adopting AS heritage systems and parachute planforms to fit the CST-100 recovery requirements, critical time was redirected on design maturation and simplification in order to provide a highly effective, yet lean system. This led to the initial system development, marked by two highly successful development parachute drop tests, thus paving the road ahead for further qualification of the CST-100 parachute system. © 2013 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.;;Airborne Systems North America, Santa Ana, CA 92704, United States;;;9,78E+12;;;English;AIAA Aerodyn. Decelerator Syst. (ADS) Conf.;2-s2.0-84880814382;;;;;;;;;;;;;;;;;;;;;;
Pfajfar D.;Formation of rationally heterogeneous expectations;2013;Journal of Economic Dynamics and Control;10.1016/j.jedc.2013.03.012;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879163531&doi=10.1016%2fj.jedc.2013.03.012&partnerID=40&md5=bfb45f9a1894a7dbed97442cf47b22e0;University of Tilburg, Department of Economics, CentER, EBC, Tilburg School of Economics and Management, P.O. Box 90153, NL-5000 LE Tilburg, Netherlands;Pfajfar, D., University of Tilburg, Department of Economics, CentER, EBC, Tilburg School of Economics and Management, P.O. Box 90153, NL-5000 LE Tilburg, Netherlands;;;This paper models expectation formation by taking into account that agents may produce heterogeneous expectations because of informational frictions and differing levels of a capacity to process information. We show that there are two general classes of steady states within this framework: those where strictly dominated forecasting rules vanish, and those heterogeneous states where a positive proportion of agents uses a more costly perfect foresight. We demonstrate that intrinsic heterogeneity can also arise in a model where the forecasting rules are not equally costly and do not exhibit identical performance in the long run. © 2013 Elsevier B.V.;"Adaptive learning; Cobweb model; Heterogeneous expectations; Rational expectations";"Pfajfar, D.; University of Tilburg, Department of Economics, CentER, EBC, Tilburg School of Economics and Management, P.O. Box 90153, NL-5000 LE Tilburg, Netherlands; email: D.Pfajfar@uvt.nl";;1651889;;JEDCD;;English;J. Econ. Dyn. Control;2-s2.0-84879163531;;;;;;;;;;;;;;;;;;;;;;
Williams S., Galster G., Verma N.;Home foreclosures as early warning indicator of neighborhood decline;2013;Journal of the American Planning Association;10.1080/01944363.2013.888306;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899986473&doi=10.1080%2f01944363.2013.888306&partnerID=40&md5=8666ff1fb4d820bb49d7b46830883988;"MDRC, United States; Wayne State University, United States";"Williams, S., MDRC, United States; Galster, G., Wayne State University, United States; Verma, N., MDRC, United States";;;Problem, research strategy, and findings: Ideally, planners would intervene in neighborhood processes before substantial forces of decline have gained momentum. Unfortunately, currently there is no guidance about which neighborhood indicators forecast future neighborhood changes. This study seeks a neighborhood early warning indicator that is readily available, frequently updated, and that predicts with substantial foresight and accuracy future changes in key aspects of neighborhood market processes and quality of life. We search over a range of neighborhood indicators for one or more that clearly lead others in a temporal sense, instead of lagging behind them. We employ Granger causality tests with indicators related to public safety, housing market, and economic activity that are based on data from Chicago neighborhoods between 1998 and 2009. Our key finding is that only one indicator analyzed, completed home foreclosures, systematically precedes other neighborhood indicators but does not systematically follow after them. All other indicators are enmeshed in complicated, often mutually causal temporal patterns, which render them inappropriate for forecasting. We conclude that completed home foreclosures is an appropriate early warning indicator of neighborhood decline in several dimensions. Takeaway for practice: Planners interested in identifying imminently emerging problems in their constituents neighborhoods should regularly acquire and map data on home foreclosures as soon as they become available, and then undertake compensatory actions as quickly as feasible. © 2014 Copyright Taylor & Francis Group, LLC.;"foreclosures; Granger causality; neighborhood decline; neighborhood indicators";;Routledge;1944363;;;;English;J. Am. Plann. Assoc.;2-s2.0-84899986473;;;;;;;;;;;;;;;;;;;;;;
Battistella C., Colucci K., De Toni A.F., Nonino F.;Methodology of business ecosystems network analysis: A case study in telecom italia future centre;2013;Technological Forecasting and Social Change;10.1016/j.techfore.2012.11.002;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878352400&doi=10.1016%2fj.techfore.2012.11.002&partnerID=40&md5=37a852020c8c3bbfd46e3398fb3bd7c6;"University of Udine, Department of Electrical, Management and Mechanical Engineering, via delle Scienze 208, 33100 Udine, Italy; Telecom Italia, Telecom Italia Future Centre, San Marco 4826, Campo San Salvador, 30124 Venezia, Italy; Sapienza University of Rome, Department of Computer, Control and Management Engineering Antonio Ruberti, via Ariosto 25, 00185 Roma, Italy";"Battistella, C., University of Udine, Department of Electrical, Management and Mechanical Engineering, via delle Scienze 208, 33100 Udine, Italy; Colucci, K., Telecom Italia, Telecom Italia Future Centre, San Marco 4826, Campo San Salvador, 30124 Venezia, Italy; De Toni, A.F., University of Udine, Department of Electrical, Management and Mechanical Engineering, via delle Scienze 208, 33100 Udine, Italy; Nonino, F., Sapienza University of Rome, Department of Computer, Control and Management Engineering Antonio Ruberti, via Ariosto 25, 00185 Roma, Italy";;;"The paper proposes a method for analysing, modelling and foresighting the business ecosystems as network structures interacting one with each other. The methodology's name is ""methodology of business ecosystem network analysis"" (MOBENA). The paper shows how it is possible to systematically study the structure and fluxes of a business ecosystem. The main problems of other modelling languages for firm interactions that MOBENA tries to overcome are that (1) the methodologies tailored for BEs are very few, the others neglect interdependences or focus only on tangible or intangible aspects, and (2) they limit potential for strategic analysis and they do not take in a future-perspective. The paper includes an analysis of literature on Strategic Management (in particular, strategic models on relationships), Network Analysis and Foresight, from whence the theoretical proposal of the MOBENA is born. Then, the authors illustrate its application via a case study conducted inside the Telecom Italia Future Centre, and in particular taking as example the digital imaging ecosystem. The original aspects are the mapping of tangible and intangible relationships, the dynamic and foresight analysis, the possibility to set strategic guidance thanks to specific indicators. © 2012 Elsevier Inc.";"Business ecosystem; Case study; Foresight; Methodology of business ecosystem network analysis; Telecom Italia Future Centre";"Battistella, C.; University of Udine, Department of Electrical, Management and Mechanical Engineering, via delle Scienze 208, 33100 Udine, Italy; email: cinzia.battistella@uniud.it";;401625;;;;English;Technol. Forecast. Soc. Change;2-s2.0-84878352400;;;;;;;;;;;;;;;;;;;;;;
Mankoff J., Rode J.A., Faste H.;Looking past yesterday's tomorrow: Using futures studies methods to extend the research horizon;2013;Conference on Human Factors in Computing Systems - Proceedings;10.1145/2470654.2466216;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877980837&doi=10.1145%2f2470654.2466216&partnerID=40&md5=a3c93d1e3ade087d6b532920328eba7f;"Carnegie Mellon, United States; Drexel, United States";"Mankoff, J., Carnegie Mellon, United States; Rode, J.A., Drexel, United States; Faste, H., Carnegie Mellon, United States";;;Doing research is, in part, an act of foresight. Even though it is not explicit in many projects, we especially value research that is still relevant five, ten or more years after it is completed. However, published research in the field of interactive computing (and technology research in general) often lacks evidence of systematic thinking about the long-term impacts of current trends. For example, trends on an exponential curve change much more rapidly than intuition predicts. As a result, research may accidentally emphasize nearterm thinking. When thinking about the future is approached systematically, we can critically examine multiple potential futures, expand the set of externalities under consideration, and address both negative and positive forecasts of the future. The field of Futures Studies provides methods that can support analysis of long-term trends, support the identification of new research areas and guide design and evaluation. We survey methods for futuristic thinking and discuss their relationship to Human Computer Interaction. Using the sustainability domain an example, we present a case study of a Futures Studies approach-the Delphi Method. We show how Futures Studies can be incorporated into Human Computer Interaction and highlight future work such as rethinking the role of externalities in the validation process. Copyright © 2013 ACM.;"Futures studies; Sustainability";Carnegie MellonUnited States;;;9,78E+12;;;English;Conf Hum Fact Comput Syst Proc;2-s2.0-84877980837;;;;;;;;;;;;;;;;;;;;;;
Madaeni S.H., Sioshansi R.;Measuring the benefits of delayed price-responsive demand in reducing wind-uncertainty costs;2013;IEEE Transactions on Power Systems;10.1109/TPWRS.2013.2258689;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886096842&doi=10.1109%2fTPWRS.2013.2258689&partnerID=40&md5=a917012e1d4628b0e105ac74de57e87c;"Integrated Systems Engineering Department, Ohio State University, Columbus, OH 43210, United States; Short Term Electric Supply Department, Pacific Gas and Electric Company, San Francisco, CA 94105, United States";"Madaeni, S.H., Integrated Systems Engineering Department, Ohio State University, Columbus, OH 43210, United States, Short Term Electric Supply Department, Pacific Gas and Electric Company, San Francisco, CA 94105, United States; Sioshansi, R., Integrated Systems Engineering Department, Ohio State University, Columbus, OH 43210, United States";;;Demand response has benefits in mitigating unit commitment and dispatch costs imposed on power systems by wind uncertainty and variability. We examine the effect of delays in consumers responding to price signals on the benefits of demand response in mitigating wind-uncertainty costs. Using a case study based on the ERCOT power system, we compare the cost of operating the system with forecasts of future wind availability to a best-case scenario with perfect foresight of wind. We demonstrate that wind uncertainty can impose substantive costs on the system and that demand response can eliminate more than 75% of these costs if loads respond to system conditions immediately. Otherwise, we find that with a 30-min lag in the response, nearly 72% of the value of demand response is lost. © 2013 IEEE.;"Power system economics; Real-time pricing; Unit commitment; Wind forecast errors; Wind power generation";Integrated Systems Engineering Department, Ohio State University, Columbus, OH 43210, United States;;8858950;;ITPSE;;English;IEEE Trans Power Syst;2-s2.0-84886096842;;;;;;;;;;;;;;;;;;;;;;
Leeper E.M., Walker T.B., Yang S.-C.S.;Fiscal foresight and information flows;2013;Econometrica;10.3982/ECTA8337;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877912219&doi=10.3982%2fECTA8337&partnerID=40&md5=7cd6a22c259b80712602a5e432497cb3;"Dept. of Economics, Indiana University, Monash University and NBER, Bloomington, IN 47405, United States; Dept. of Economics, Indiana University, Bloomington, IN 47405, United States; International Monetary Fund, Washington, DC 20431, United States";"Leeper, E.M., Dept. of Economics, Indiana University, Monash University and NBER, Bloomington, IN 47405, United States; Walker, T.B., Dept. of Economics, Indiana University, Bloomington, IN 47405, United States; Yang, S.-C.S., International Monetary Fund, Washington, DC 20431, United States";;;"News-or foresight-about future economic fundamentals can create rational expectations equilibria with non-fundamental representations that pose substantial challenges to econometric efforts to recover the structural shocks to which economic agents react. Using tax policies as a leading example of foresight, simple theory makes transparent the economic behavior and information structures that generate non-fundamental equilibria. Econometric analyses that fail to model foresight will obtain biased estimates of output multipliers for taxes; biases are quantitatively important when two canonical theoretical models are taken as data generating processes. Both the nature of equilibria and the inferences about the effects of anticipated tax changes hinge critically on hypothesized information flows. Different methods for extracting or hypothesizing the information flows are discussed and shown to be alternative techniques for resolving a non-uniqueness problem endemic to moving average representations. © 2013 The Econometric Society.";"Anticipated taxes; Identified VARs; News; Non-fundamental representation";"Leeper, E.M.; Dept. of Economics, Indiana University, Monash University and NBER, Bloomington, IN 47405, United States; email: eleeper@indiana.edu";;129682;;ECMTA;;English;Econom;2-s2.0-84877912219;;;;;;;;;;;;;;;;;;;;;;
Andreescu L., Gheorghiu R., Zulean M., Curaj A.;Understanding normative foresight outcomes: Scenario development and the 'veil of ignorance' effect;2013;Technological Forecasting and Social Change;10.1016/j.techfore.2012.09.013;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875376498&doi=10.1016%2fj.techfore.2012.09.013&partnerID=40&md5=adf0856815e901a421ac0b54a00b6239;"Spiru Haret University, Romania; Institute for World Economy, Romania; University of Bucharest, Romania; Politehnica University, Bucharest, Romania";"Andreescu, L., Spiru Haret University, Romania; Gheorghiu, R., Institute for World Economy, Romania; Zulean, M., University of Bucharest, Romania; Curaj, A., Politehnica University, Bucharest, Romania";;;"The article approaches the question of the extent to and the ways in which the participatory construction of normative narratives in system foresight influences the shape of the outcomes. We discuss foresight as a system of inquiry into decision-making problems characterized by three key features - distancing, holism, and participation-intensiveness. We put forward the hypothesis that participative approaches to normative scenario development, which are structurally similar to a Rawlsian ""original position"" setup, generate a concern with the procedural arrangements governing the future world in the scenario, rather than simply with the events or states in the story of the future. This concern with ""constitutional basics"" may be regarded as an expression of participants' attempt to ensure that, in the future world, each party will have a seat at the table and a voice in the conversation. As a result, the construction of normative narratives may be interpreted in terms of an effort to smooth out tensions that are inevitably embedded in scenarios. The hypothesis is illustrated, in the article's final section, with a recent exercise on the future of higher education. © 2012 Elsevier Inc.";"Consensus; Deliberative democracy; Holism; Normative scenario; Original position; Participation; System foresight";"Andreescu, L.; Spiru Haret UniversityRomania; email: andreescul@gmail.com";;401625;;;;English;Technol. Forecast. Soc. Change;2-s2.0-84875376498;;;;;;;;;;;;;;;;;;;;;;
Carravetta F., Sorge M.M.;Model reference adaptive expectations in Markov-switching economies;2013;Economic Modelling;10.1016/j.econmod.2013.02.033;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875868946&doi=10.1016%2fj.econmod.2013.02.033&partnerID=40&md5=8ef208a9464cb21aa69908a1ed19bc0c;"Istituto di Analisi dei Sistemi ed Informatica del CNR, Roma, Italy; University of Napoli Federico II, CSEF, Via Cinthia C.U. Monte S. Angelo, 80126 Napoli, Italy";"Carravetta, F., Istituto di Analisi dei Sistemi ed Informatica del CNR, Roma, Italy; Sorge, M.M., University of Napoli Federico II, CSEF, Via Cinthia C.U. Monte S. Angelo, 80126 Napoli, Italy";;;This paper offers a theory of model reference adaptive beliefs as a selection device in Markov-switching economies under equilibrium indeterminacy. Consistent with the classical rational choice paradigm, our theory requires that endogenous expectations be replaced with a general-measurable function of the observable states of the model, to be determined optimally. This forecasting function is derived as the regime-independent feedback control minimizing the mean-square deviation of the equilibrium path from the corresponding perfect-foresight state motion (the reference model). We show that model reference adaptive expectations always generate a rational expectations equilibrium, irrespective of the presence of nonlinearities and/or imperfect information. Under equilibrium indeterminacy, this forecasting mechanism enforces the unique mean-square stable solution producing nearly perfect-foresight dynamics. © 2013 Elsevier B.V.;"Dynamic programming; Markov-switching dynamic systems; Rational expectations; Time-varying Kalman filter";"Sorge, M.M.; University of Napoli Federico II, CSEF, Via Cinthia C.U. Monte S. Angelo, 80126 Napoli, Italy; email: marco.m.sorge@gmail.com";;2649993;;;;English;Econ. Model.;2-s2.0-84875868946;;;;;;;;;;;;;;;;;;;;;;
Young M.J., Morris M.W., Scherwin V.M.;Managerial Mystique: Magical Thinking in Judgments of Managers' Vision, Charisma, and Magnetism;2013;Journal of Management;10.1177/0149206311406284;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875996422&doi=10.1177%2f0149206311406284&partnerID=40&md5=61b1fc9f612f250503c3573ce925de5f;"University of California, Los Angeles, United States; Columbia University, United States; California State University, Long Beach, United States";"Young, M.J., University of California, Los Angeles, United States; Morris, M.W., Columbia University, United States; Scherwin, V.M., California State University, Long Beach, United States";;;Successful businesspeople are often attributed somewhat mystical talents, such as the ability to mesmerize an audience or envision the future. We suggest that this mystique-the way some managers are perceived by observers-arises from the intuitive logic that psychologists and anthropologists call magical thinking. Consistent with this account, Study 1 found that perceptions of a manager's mystique are associated with judgments of his or her charismatic vision and ability to forecast future business trends. The authors hypothesized that mystique arises especially when success is observed in the absence of mechanical causes, such as long hours or hard-won skills. In Study 2, managers who succeeded mysteriously rather than mechanically evoked participants' attributions of foresight and their expectations of success at visionary tasks yet not at administrative tasks. The authors further hypothesized that as mystique is assumed to spread through contagion, observers desire physical contact with managers who are attributed mystique and with these managers' possessions. Study 3 found that managers described as visionary as opposed to diligent are judged to be charismatic and ultimately magnetic. The authors discuss the implications of these judgment patterns for the literatures on perception biases and impression management in organizations. © The Author(s) 2011.;"attribution; contagion; mystique; vision";"Young, M. J.110 Westwood Plaza, Collins Center A-411, Los Angeles, CA 90095-1481, United States; email: maia.young@anderson.ucla.edu";;1492063;;JOMAD;;English;J. Manage.;2-s2.0-84875996422;;;;;;;;;;;;;;;;;;;;;;
Von der Gracht H.A., Stillings C.;An innovation-focused scenario process - A case from the materials producing industry;2013;Technological Forecasting and Social Change;10.1016/j.techfore.2012.05.009;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875381780&doi=10.1016%2fj.techfore.2012.05.009&partnerID=40&md5=9c4ed89226d6a4ef024c84fff6891b93;"Institute for Futures Studies and Knowledge Management (IFK), EBS Business School, Konrad-Adenauer-Ring 15, 65187, Wiesbaden, Germany; Bayer MaterialScience AG, CF-CD, New Business Building K13, Kaiser Wilhelm Allee, 51368, Leverkusen, Germany";"Von der Gracht, H.A., Institute for Futures Studies and Knowledge Management (IFK), EBS Business School, Konrad-Adenauer-Ring 15, 65187, Wiesbaden, Germany; Stillings, C., Bayer MaterialScience AG, CF-CD, New Business Building K13, Kaiser Wilhelm Allee, 51368, Leverkusen, Germany";;;The significance of innovation for sustainable performance of companies, as well as entire economies, is indisputable. The proactive management of innovations has proven to be a central driver of sustainable long-term competitiveness. More recent research concentrates on the ability of corporate foresight to increase the innovation capacity of a firm. We contribute to this field by showing the development and implementation of a tailored scenario process for innovation management that has been implemented at a leading global manufacturer of high performance materials for their innovation field of future logistics. Our demonstration includes all phases from visualisation of contextual scenarios to market scenarios of target groups to new product concepts and finally concrete business models. In order to increase the innovation capacity in the scenario process we integrated a Delphi-expert survey, participatory workshops and an open network approach. The scope of our scenarios was global in nature as were the nationalities of the experts that took part in our innovation-focused scenario process. Represented countries included among others European countries, BRIC States and the USA. © 2012 Elsevier Inc.;"Delphi; Design; Dynaxibility; Innovation; Logistics; Scenario process; Visualisation";"Von der Gracht, H.A.; Institute for Futures Studies and Knowledge Management (IFK), EBS Business School, Konrad-Adenauer-Ring 15, 65187, Wiesbaden, Germany; email: heiko.vondergracht@ebs.edu";;401625;;;;English;Technol. Forecast. Soc. Change;2-s2.0-84875381780;;;;;;;;;;;;;;;;;;;;;;
Vlasyuk L.I., Minakir P.A.;Regional long-term forecasts: A synthesis of technological and economic approaches;2013;Studies on Russian Economic Development;10.1134/S1075700713020135;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876009882&doi=10.1134%2fS1075700713020135&partnerID=40&md5=67a143ef1657d1c14d79b4475288292e;Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences, Khabarovsk, Russian Federation;"Vlasyuk, L.I., Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences, Khabarovsk, Russian Federation; Minakir, P.A., Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences, Khabarovsk, Russian Federation";;;The paper describes a long-term two-scenario forecast of the economy of the Far East, compiled as a synthesis of scientific-technological and general economic approaches, using a modeling program complex. The paper presents the results of probabilistic systemic transformations in the region's economic and social environment for as long as until 2050. The forecast was based on a scientific and technological foresight and evaluations of scenarios of the dynamics of general economic parameters. © 2013 Pleiades Publishing, Ltd.;;"Vlasyuk, L. I.; Economic Research Institute, Far Eastern Branch, Russian Academy of Sciences, Khabarovsk, Russian Federation";;10757007;;;;English;Stud. Russ. Econ. Dev.;2-s2.0-84876009882;;;;;;;;;;;;;;;;;;;;;;
Rancan A.;Modigliani's and Simon's early contributions to uncertainty (1952-61);2013;History of Political Economy;10.1215/00182702-1965177;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875291480&doi=10.1215%2f00182702-1965177&partnerID=40&md5=77183f46c3c438d98822dc4c6d0afb28;University of Molise, Department of Economics and Social Sciences, via F. de Sanctis, 86100 Campobasso, Italy;Rancan, A., University of Molise, Department of Economics and Social Sciences, via F. de Sanctis, 86100 Campobasso, Italy;;;This article reconstructs Franco Modigliani's and Herbert Simon's close collaboration over the 1950s on implementation of a decision theory under uncertainty that partly contributed to the genesis of behavioral economics and rational expectations theory. Their collaboration reveals how the shared identification of uncertainty as a major problem, their similar interpretation of rationality as the ability to select and use relevant information, and their embrace of certain methodological norms for the construction of economic theory (that it should be empirically grounded and mathematically sophisticated) enabled productive cross-fertilization between the two approaches in their nascent forms. In the beginning Modigliani's forward-looking procedure (with its focus on foresight) and Simon's backward-looking model (with its focus on learning) were conceived as complementary rather than antithetical for the development of a concrete decision rule under the hypothesis of incomplete information. The article also discusses Modigliani's and Emile Grunberg's contribution to rational expectations, concentrating on the paper they wrote but never published, and Modigliani's early reaction to John Muth's rational expectations theory. © 2013 by Duke University Press.;;"Rancan, A.; University of Molise, Department of Economics and Social Sciences, via F. de Sanctis, 86100 Campobasso, Italy; email: antonella.rancan@unimol.it";;182702;;;;English;Hist. Political Econ.;2-s2.0-84875291480;;;;;;;;;;;;;;;;;;;;;;
Hung C.-Y., Lee W.-Y., Wang D.-S.;Strategic foresight using a modified Delphi with end-user participation: A case study of the iPad's impact on Taiwan's PC ecosystem;2013;Technological Forecasting and Social Change;10.1016/j.techfore.2012.08.008;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873990615&doi=10.1016%2fj.techfore.2012.08.008&partnerID=40&md5=2cba690e4b2b4d0e6898d2c943a414f7;National Chiao-Tung University, Institute of Management of Technology, A709, 1001 Ta-Hsueh Rd., Hsinchu 300, Taiwan;"Hung, C.-Y., National Chiao-Tung University, Institute of Management of Technology, A709, 1001 Ta-Hsueh Rd., Hsinchu 300, Taiwan; Lee, W.-Y., National Chiao-Tung University, Institute of Management of Technology, A709, 1001 Ta-Hsueh Rd., Hsinchu 300, Taiwan; Wang, D.-S., National Chiao-Tung University, Institute of Management of Technology, A709, 1001 Ta-Hsueh Rd., Hsinchu 300, Taiwan";;;Taiwan is a personal computer (PC) manufacturing powerhouse, producing desktop (DT) computers, notebooks (NB), and netbooks (NetB). However, the emergence of tablets such as Apple's iPad, has threatened the PC market's prospects and significantly affected Taiwan's PC ecosystem. This study proposes a modified Delphi with end-user participation to provide strategic foresight for firms in Taiwan's PC ecosystem. The results show that these firms can adopt the following three strategies in response to the impact of tablets: (1) brand and service innovation, (2) focus on cloud technology and marketing products to China, and (3) cooperating with digital leisure and entertainment industry. We believe that this modified Delphi with end-user-participation model is a valuable foresight tool for products with a short life cycle, such as consumer electronics and fashion products. © 2012 Elsevier Inc.;"End-user-participated Delphi; IPad; Strategic foresight; Taiwan's PC ecosystem";"Hung, C.-Y.; National Chiao-Tung University, Institute of Management of Technology, A709, 1001 Ta-Hsueh Rd., Hsinchu 300, Taiwan; email: cyhung45@yahoo.com.tw";;401625;;;;English;Technol. Forecast. Soc. Change;2-s2.0-84873990615;;;;;;;;;;;;;;;;;;;;;;
